no,product_name,pesticide_type,formulation,ingredient_name,ingredient_concentration,ingredient_unit,nama_komoditas,target_pest,dose_value,dose_unit,registered_at,expired_at
716,KLOPINDO 10 WP,Insektisida,WP,imidakloprid,10,%,padi,wereng batang cokelat,"0,4",g/l,2024-08-09,2029-08-09
717,KONSULTAN 200 SC,Insektisida,SC,Klotianidin,200,g/l,padi,wereng batang cokelat,2,ml/l,2025-11-13,2030-11-13
718,KRESNADAN 3 GR,Insektisida,GR,Karbofuran,3,%,padi,wereng batang cokelat,15,kg/ha,2025-11-13,2030-11-13
719,KURATERBANG 3.3 GR,Insektisida,GR,Karbofuran,3.3,%,padi,wereng batang cokelat,17,kg/ha,2023-02-08,2028-02-08
720,KURATERBANG 3.3 GR,Insektisida,GR,karbofuran,3.3,%,padi,wereng batang cokelat,17,kg/ha,2023-02-08,2028-02-08
721,LORENTZ 61 EC,Insektisida,EC,Abamektin,36,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
722,LORENTZ 61 EC,Insektisida,EC,Imidakloprid,25,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
723,LUGEN 100 EC,Insektisida,EC,buprofezin,100,g/l,padi,wereng batang cokelat,"0,25",l/ha,2023-04-26,2028-04-26
724,MADRID 50/10 WP,Insektisida,WP,Buprofezin,10,%,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
725,MADRID 50/10 WP,Insektisida,WP,Dimehipo,50,%,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
726,MATRIX 200 EC,Insektisida,EC,karbosulfan,200,g/l,padi,wereng batang cokelat,"0,5",ml/l,2024-03-04,2029-03-04
727,MATRIX WIN 200/100 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,wereng batang cokelat,"0,5",ml/l,2024-03-04,2029-03-04
728,MATRIX WIN 200/100 EC,Insektisida,EC,Karbosulfan,200,g/l,padi,wereng batang cokelat,"0,5",ml/l,2024-03-04,2029-03-04
729,MILENIUM 60 WG,Insektisida,WG,Pimetrozin,60,%,padi,wereng batang cokelat,2,g/l,2023-02-08,2028-02-08
730,MITRIN 320/32 SC,Insektisida,SC,Abamektin,32,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
731,MITRIN 320/32 SC,Insektisida,SC,Abamektin,32,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
732,MITRIN 320/32 SC,Insektisida,SC,Imidakloprid,320,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
733,MITRIN 320/32 SC,Insektisida,SC,Imidakloprid,320,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
734,MONTAF 400 SL,Insektisida,SL,dimehipo (bisultap),400,g/l,padi,wereng batang cokelat,1,ml/l,2024-03-04,2029-03-04
735,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,"0,5",ml/l,2023-08-28,2028-08-28
736,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,"0,5",ml/l,2023-08-28,2028-08-28
737,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,"0,5",ml/l,2023-08-28,2028-08-28
738,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,"0,5",ml/l,2023-08-28,2028-08-28
739,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,"0,5",ml/l,2023-08-28,2028-08-28
740,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,"0,5",ml/l,2023-08-28,2028-08-28
741,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,"0,5",ml/l,2023-08-28,2028-08-28
742,NEOFRON 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,"0,5",ml/l,2023-08-28,2028-08-28
743,NETOXIN 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
744,NETOXIN 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
745,NETOXIN 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
746,NETOXIN 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
747,NETOXIN 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
748,NIGO 60 WP,Insektisida,WP,Nitenpiram,60,%,padi,wereng batang cokelat,"1,5",g/l,2025-09-26,2030-09-26
749,NIZIN 60/10 WG,Insektisida,WG,buprofezin,60,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
750,NIZIN 60/10 WG,Insektisida,WG,buprofezin,60,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
751,NIZIN 60/10 WG,Insektisida,WG,nitenpiram,10,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
752,NIZIN 60/10 WG,Insektisida,WG,nitenpiram,10,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
753,OBR 25 WP,Insektisida,WP,Imidakloprid,25,%,padi,wereng batang cokelat,1,g/l,2025-09-26,2030-09-26
754,ORIZ 50 WG,Insektisida,WG,pymetrozine,50,%,padi,wereng batang cokelat,"0,6",g/l,2025-07-11,2030-07-11
755,PANDAWA 50/10 WP,Insektisida,WP,Bisultap,50,%,padi,wereng batang cokelat,3,g/l,2024-09-19,2029-09-19
756,PANDAWA 50/10 WP,Insektisida,WP,Tiametoksam,10,%,padi,wereng batang cokelat,3,g/l,2024-09-19,2029-09-19
757,PANINDO 10 WP,Insektisida,WP,Imidakloprid,10,%,padi,wereng batang cokelat,0.4,g/l,2023-04-26,2028-04-26
758,PANZER 290 SL,Insektisida,SL,Bisultap,290,g/l,padi,wereng batang cokelat,"0,75",l/ha,2023-02-08,2028-02-08
759,PANZER 290 SL,Insektisida,SL,Bisultap,290,g/l,padi,wereng batang cokelat,"0,75",l/ha,2023-02-08,2028-02-08
760,PARASOL 500 SL,Insektisida,SL,Dimehipo,500,g/l,padi,wereng batang cokelat,1,ml/l,2023-04-26,2028-04-26
761,PERFEKTHION 400 SL,Insektisida,SL,monosultap,400,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-04-26,2028-04-26
762,PILARCHESS 60 WG,Insektisida,WG,Pimetrozin,60,%,padi,wereng batang cokelat,"0,84",g/l,2023-02-08,2028-02-08
763,PILARTA 110/110 SC,Insektisida,SC,Klotianidin,110,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
764,PILARTA 110/110 SC,Insektisida,SC,Klotianidin,110,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
765,PILARTA 110/110 SC,Insektisida,SC,Pimetrozin,110,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
766,PILARTA 110/110 SC,Insektisida,SC,Pimetrozin,110,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
767,PINKO PLUS 60 SC,Insektisida,SC,Fipronil,60,g/l,padi,wereng batang cokelat,1,ml/l,2026-04-20,2031-04-20
768,PIRAM 150 SL,Insektisida,SL,Nitenpiram,150,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
769,PIRAM 150 SL,Insektisida,SL,Nitenpiram,150,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
770,PIRAM 150 SL,Insektisida,SL,Nitenpiram,150,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
771,POKSINDO 200 EC,Insektisida,EC,propoksur,200,g/l,padi,wereng batang cokelat,2,ml/l,2024-03-04,2029-03-04
772,PRIMADINE 450 SL,Insektisida,SL,dimehipo,450,g/l,padi,wereng batang cokelat,"2,25",ml/l,2022-06-27,2027-06-27
773,PROMOCYODAN 3 GR,Insektisida,GR,karbofuran,3,%,padi,wereng batang cokelat,17,kg/ha,2023-02-08,2028-02-08
774,PROMODAN 3 GR,Insektisida,GR,karbofuran,3,%,padi,wereng batang cokelat,17,kg/ha,2022-12-05,2027-12-05
775,PROMODAN 3 GR,Insektisida,GR,karbofuran,3,%,padi,wereng batang cokelat,17,kg/ha,2022-12-05,2027-12-05
776,PRONITE 60/20 WG,Insektisida,WG,Nitenpiram,20,%,padi,wereng batang cokelat,"0,5",g/l,2022-12-05,2027-12-05
777,PRONITE 60/20 WG,Insektisida,WG,Pimetrozin,60,%,padi,wereng batang cokelat,"0,5",g/l,2022-12-05,2027-12-05
778,PYTROSAN 50/20 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
779,PYTROSAN 50/20 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
780,PYTROSAN 50/20 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
781,PYTROSAN 50/20 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
782,PYTROSAN 50/20 WG,Insektisida,WG,Tiametoksam,20,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
783,PYTROSAN 50/20 WG,Insektisida,WG,Tiametoksam,20,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
784,PYTROSAN 50/20 WG,Insektisida,WG,Tiametoksam,20,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
785,PYTROSAN 50/20 WG,Insektisida,WG,Tiametoksam,20,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
786,QAISHAR 10 WP,Insektisida,WP,Nitenpiram,10,%,padi,wereng batang cokelat,"1,5",g/l,2026-01-20,2031-01-20
787,RADIGEN 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2023-08-28,2028-08-28
788,RAGE 90 SP,Insektisida,SP,Monosultap,90,%,padi,wereng batang cokelat,"0,6",g/l,2022-12-05,2027-12-05
789,RAHWANA 500 EC,Insektisida,EC,BPMC,500,g/l,padi,wereng batang cokelat,2,ml/l,2022-12-05,2027-12-05
790,RAMPAGE 200/50 SC,Insektisida,SC,Emamektin benzoat,50,g/l,padi,wereng batang cokelat,1,ml/l,2026-04-20,2031-04-20
791,RAMPAGE 200/50 SC,Insektisida,SC,Klorantraniliprol,200,g/l,padi,wereng batang cokelat,1,ml/l,2026-04-20,2031-04-20
792,REGGI 60 EC,Insektisida,EC,Fipronil,60,g/l,padi,wereng batang cokelat,1,ml/l,2025-07-11,2030-07-11
793,REMIFA 25 SP,Insektisida,SP,nitenpiram,25,%,padi,wereng batang cokelat,1,g/l,2025-07-11,2030-07-11
794,RENEGADE 500 SC,Insektisida,SC,Klorfenapir,500,g/l,padi,wereng batang cokelat,2,ml/l,2025-02-17,2030-02-17
795,RESPECT 200 EC,Insektisida,EC,karbosulfan,200,g/l,padi,wereng batang cokelat,"1,5 - 2",ml/l,2023-04-26,2028-04-26
796,REXDAN 3 GR,Insektisida,GR,Carbofuran,3,%,padi,wereng batang cokelat,20,kg/ha,2024-03-04,2029-03-04
797,RG 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,"1,5",ml/l,2024-11-18,2029-11-18
798,RHANUM 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,0.6,g/l,2022-01-14,2027-01-14
799,Rockrole 100/200 SC,Insektisida,SC,Klorantraniliprol,100,g/l,padi,wereng batang cokelat,"0,4",ml/l,2025-07-11,2030-07-11
800,Rockrole 100/200 SC,Insektisida,SC,Tiametoksam,200,g/l,padi,wereng batang cokelat,"0,4",ml/l,2025-07-11,2030-07-11
801,SAMIDA 15 WP,Insektisida,WP,Imidakloprid,15,%,padi,wereng batang cokelat,1,kg/ha,2023-04-26,2028-04-26
802,SAPPORO 52 EC,Insektisida,EC,Emammektin Benzoat,52,g/l,padi,wereng batang cokelat,2,ml/l,2025-02-17,2030-02-17
803,SAWARNA 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
804,SENSATION 100/200 SC,Insektisida,SC,Chlorantraniliprole,100,g/l,padi,wereng batang cokelat,1,ml/l,2026-01-20,2031-01-20
805,SENSATION 100/200 SC,Insektisida,SC,Thiamethoxam,200,g/l,padi,wereng batang cokelat,1,ml/l,2026-01-20,2031-01-20
806,SHIVER 25 WP,Insektisida,WP,imidakloprid,25,%,padi,wereng batang cokelat,"0,8",g/l,2024-08-09,2029-08-09
807,SIDATAN 410 SL,Insektisida,SL,Dimehipo,410,g/l,padi,wereng batang cokelat,1,ml/l,2022-01-14,2027-01-14
808,"SIKLON 5,7 WG",Insektisida,WG,emamectin benzoate,"5,7",%,padi,wereng batang cokelat,1,g/l,2023-02-08,2028-02-08
809,SINGAMAN 110 SL,Insektisida,SL,Nitenpiram,110,g/l,padi,wereng batang cokelat,"0,5",ml/l,2024-11-18,2029-11-18
810,SINOTICTURE 50 WG,Insektisida,WG,flonicamid,50,%,padi,wereng batang cokelat,1,g/l,2025-02-17,2030-02-17
811,SitoPro 100 SC,Insektisida,SC,Klorantraniliprol,100,g/l,padi,wereng batang cokelat,2,ml/l,2026-04-20,2031-04-20
812,SNATCH 50/10 WG,Insektisida,WG,Nitenpiram,10,%,padi,wereng batang cokelat,2,g/l,2022-12-05,2027-12-05
813,SNATCH 50/10 WG,Insektisida,WG,Nitenpiram,10,%,padi,wereng batang cokelat,2,g/l,2022-12-05,2027-12-05
814,SNATCH 50/10 WG,Insektisida,WG,Nitenpiram,10,%,padi,wereng batang cokelat,2,g/l,2022-12-05,2027-12-05
815,SNATCH 50/10 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,2,g/l,2022-12-05,2027-12-05
816,SNATCH 50/10 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,2,g/l,2022-12-05,2027-12-05
817,SNATCH 50/10 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,2,g/l,2022-12-05,2027-12-05
818,SONIC 450 SL,Insektisida,SL,Dimehipo,450,g/l,padi,wereng batang cokelat,1,ml/l,2022-06-27,2027-06-27
819,SPARTAN 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,"0,75",ml/l,2024-11-18,2029-11-18
820,STARAS 100/35/20 EC,Insektisida,EC,Abamektin,100,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
821,STARAS 100/35/20 EC,Insektisida,EC,Abamektin,100,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
822,STARAS 100/35/20 EC,Insektisida,EC,Fipronil,35,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
823,STARAS 100/35/20 EC,Insektisida,EC,Fipronil,35,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
824,STARAS 100/35/20 EC,Insektisida,EC,Heksaflumuron,20,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
825,STARAS 100/35/20 EC,Insektisida,EC,Heksaflumuron,20,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
826,STARGATE 600 SC,Insektisida,SC,Klotianidin,600,g/l,padi,wereng batang cokelat,300,ml/ha,2024-09-19,2029-09-19
827,STARLET 400 SL,Insektisida,SL,Bisultap,400,g/l,padi,wereng batang cokelat,2,ml/l,2022-12-05,2027-12-05
828,STARLET 400 SL,Insektisida,SL,Bisultap,400,g/l,padi,wereng batang cokelat,2,ml/l,2022-12-05,2027-12-05
829,SUICA 50/20 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
830,SUICA 50/20 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
831,SUICA 50/20 WG,Insektisida,WG,Tiametoksam,20,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
832,SUICA 50/20 WG,Insektisida,WG,Tiametoksam,20,%,padi,wereng batang cokelat,1,g/l,2022-06-27,2027-06-27
833,SULFARON 200/50 EC,Insektisida,EC,Karbosulfan,200,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
834,SULFARON 200/50 EC,Insektisida,EC,Karbosulfan,200,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
835,SULFARON 200/50 EC,Insektisida,EC,Klorfluazuron,50,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
836,SULFARON 200/50 EC,Insektisida,EC,Klorfluazuron,50,g/l,padi,wereng batang cokelat,2,ml/l,2022-06-27,2027-06-27
837,SUPEMEC 18 EC,Insektisida,EC,abamektin,18,g/l,padi,wereng batang cokelat,2,ml/l,2024-03-05,2029-03-05
838,SUPORTAN 500 SL,Insektisida,SL,Dimehipo,500,g/l,padi,wereng batang cokelat,2,ml/l,2026-01-20,2031-01-20
839,SUPORTAN 500 SL,Insektisida,SL,Monosultap,500,g/l,padi,wereng batang cokelat,2,ml/l,2023-04-26,2028-04-26
840,TAKEOVER 505 SL,Insektisida,SL,Dimehipo,505,g/l,padi,wereng batang cokelat,"1,5",ml/l,2022-12-05,2027-12-05
841,TANITERR 3 GR,Insektisida,GR,Karbofuran,3,%,padi,wereng batang cokelat,"18,75",kg/ha,2025-02-17,2030-02-17
842,TARUNA 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,2,ml/l,2022-10-04,2027-10-04
843,TIDAL 5 WP,Insektisida,WP,Imidakloprid,5,%,padi,wereng batang cokelat,"0,8",g/l,2023-04-26,2028-04-26
844,TIMBER 50/15 WP,Insektisida,WP,Buprofezin,15,%,padi,wereng batang cokelat,"0,75",g/l,2025-02-17,2030-02-17
845,TIMBER 50/15 WP,Insektisida,WP,Monosultap,50,%,padi,wereng batang cokelat,"0,75",g/l,2025-02-17,2030-02-17
846,TOPNIL 50 SC,Insektisida,SC,Fipronil,50,g/l,padi,wereng batang cokelat,1,ml/l,2024-03-05,2029-03-05
847,TRIACTIVE 500 SL,Insektisida,SL,Dimehipo,500,g/l,padi,wereng batang cokelat,"1,5",ml/l,2025-02-17,2030-02-17
848,TRILAMAZOR 75 WP,Insektisida,WP,Siromazin,75,%,padi,wereng batang cokelat,"0,75",g/l,2025-02-17,2030-02-17
849,TRIPON 30/5 WP,Insektisida,WP,Fipronil,5,%,padi,wereng batang cokelat,1,g/l,2023-04-26,2028-04-26
850,TRIPON 30/5 WP,Insektisida,WP,Imidakloprid,30,%,padi,wereng batang cokelat,1,g/l,2023-04-26,2028-04-26
851,TRUPER 3 GR,Insektisida,GR,karbofuran,3,%,padi,wereng batang cokelat,17,kg/ha,2026-01-20,2031-01-20
852,ULTIMARAC 360 SC,Insektisida,SC,Klorfenapir (Chlorfenapyr),360,g/l,padi,wereng batang cokelat,"1,5",ml/l,2025-07-11,2030-07-11
853,UNIBEST 200 SL,Insektisida,SL,imidakloprid,200,g/l,padi,wereng batang cokelat,0.5,ml/l,2026-01-20,2031-01-20
854,VENTURA 5 GR,Insektisida,GR,karbofuran,5,%,padi,wereng batang cokelat,"7,5",kg/ha,2023-04-26,2028-04-26
855,VESTORIA 20 WG,Insektisida,WG,Triflumezopyrim,20,%,padi,wereng batang cokelat,"0,45",g/l,2025-11-13,2030-11-13
856,VOLCANO 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
857,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
858,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
859,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
860,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
861,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
862,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
863,WINGREAT 400 EC,Insektisida,EC,BPMC,300,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
864,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
865,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
866,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
867,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
868,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
869,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
870,WINGREAT 400 EC,Insektisida,EC,Imidakloprid,100,g/l,padi,wereng batang cokelat,"1,5",ml/l,2023-08-28,2028-08-28
871,WORTHIDE XTRA 30/30 WG,Insektisida,WG,Dinotefuran,30,%,padi,wereng batang cokelat,"1,5",g/l,2023-02-08,2028-02-08
872,WORTHIDE XTRA 30/30 WG,Insektisida,WG,Dinotefuran,30,%,padi,wereng batang cokelat,"1,5",g/l,2023-02-08,2028-02-08
873,WORTHIDE XTRA 30/30 WG,Insektisida,WG,Pimetrozin,30,%,padi,wereng batang cokelat,"1,5",g/l,2023-02-08,2028-02-08
874,WORTHIDE XTRA 30/30 WG,Insektisida,WG,Pimetrozin,30,%,padi,wereng batang cokelat,"1,5",g/l,2023-02-08,2028-02-08
875,XENON 20/60 WG,Insektisida,WG,Nitempiram,20,%,padi,wereng batang cokelat,"0,75",g/l,2024-08-09,2029-08-09
876,XENON 20/60 WG,Insektisida,WG,Pimetrozin,60,%,padi,wereng batang cokelat,"0,75",g/l,2024-08-09,2029-08-09
877,ZIBAZ 400 EC,Insektisida,EC,BPMC,400,g/l,padi,wereng batang cokelat,"0,5",ml/l,2022-10-04,2027-10-04
878,ZIOFY 50 WG,Insektisida,WG,Pimetrozin,50,%,padi,wereng batang cokelat,"0,5",g/l,2022-06-27,2027-06-27
879,ENTOMOBAC WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
880,ENTOMOBAC WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
881,ENTOMOBAC WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
882,ENTOMOBAC WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
883,ENTOMOBAC WP,Insektisida,WP,Beauveria bassiana,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
884,ENTOMOBAC WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
885,ENTOMOBAC WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
886,ENTOMOBAC WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
887,ENTOMOBAC WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
888,ENTOMOBAC WP,Insektisida,WP,Metarhizium anisopliae,1 x 10^6,cfu/g,padi,wereng batang cokelat,2,g/l,2023-04-26,2028-04-26
889,DETOP 400 SL,Insektisida,SL,Dimehipo,400,g/l,padi,wereng batang cokelat,3,ml/l,2026-01-20,2031-01-20